Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Device Category
click,2023-03-08 19:20:50,2023-03-08 23:50:18,2023-03-08 23:50:18,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KS,Banjarbaru,70714,360035,125.164.99.135,True,Telkomsel,TSEL-PAKAIMASKER,Indonesia,1678319417700-4034183884122122754,2c4ba229-bc8c-42f3-85dc-4075d5ec691f,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A135F Build/TP1A.220624.014),,,phone
click,2023-03-08 04:15:55,2023-03-08 15:25:32,2023-03-08 15:25:32,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SN,Karampuang,90231,360259,120.188.81.77,False,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1678289129695-7392530261890075389,0db5dc2c-d8a9-4b7b-ac85-d13247a6d704,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; RMX1941 Build/PPR1.180610.011),,,phone
click,2023-03-08 15:19:30,2023-03-08 15:21:06,2023-03-08 15:21:06,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Jatinegara,13930,360156,112.215.65.196,False,XL Axiata,XL Axiata,Indonesia,1678288863195-1307704197000116555,197c001d-d683-410f-ba8c-4c7dc1107591,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; V2026 Build/RP1A.200720.012),,,phone
click,2023-03-08 15:14:21,2023-03-08 15:16:08,2023-03-08 15:16:08,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,SearchPartners,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Rangkasbitung,42351,360236,114.10.25.241,False,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1678288565924-9077435520219359202,6e8ffad3-785d-48ab-bd67-4e20c35075cc,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1803 Build/OPM1.171019.026),,,phone
click,2023-03-08 14:24:54,2023-03-08 15:05:39,2023-03-08 15:05:39,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SU,Cempedak Lobang,20995,360416,36.72.170.43,True,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678287936826-4257809429933924804,665f4d4b-880d-4448-b6f6-adf805fcf489,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1814 Build/O11019),,,phone
click,2023-03-08 14:47:25,2023-03-08 14:49:06,2023-03-08 14:49:06,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Tugujaya,16110,360482,140.213.130.186,False,Indosat Ooredoo,XL Axiata,Indonesia,1678286944147-3818732356335786578,6032f83a-047b-40a2-88bf-cd929494e1e4,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 13; V2206 Build/TP1A.220624.014),,,phone
click,2023-03-08 14:19:40,2023-03-08 14:44:35,2023-03-08 14:44:35,install,,,,,SDK,,,Facebook Ads,,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Lempongsari,50231,360411,182.2.42.119,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678286674249-1051748115241792232,0d24875d-565a-485d-914f-7bb78ecddc1b,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH1923 Build/PPR1.180610.011),,,phone
,,2023-03-08 14:17:39,2023-03-08 14:17:39,install,,,,,SDK,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Tamansari,40116,360024,125.164.21.162,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1678285057142-708402989564028382,f3e47561-3047-4063-9636-2a57aa50627c,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; RMX3171 Build/RP1A.200720.011),,,phone
click,2023-03-08 13:52:32,2023-03-08 14:17:33,2023-03-08 14:17:33,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,ST,Tinombo,94475,360349,103.175.24.42,True,XL Axiata,XL Axiata,Indonesia,1678285041804-1035896561616638672,86a8145b-8fe3-41ef-bcfe-62f497b73930,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1724 Build/OPM1.171019.011),,,phone
click,2023-03-08 14:16:00,2023-03-08 14:16:58,2023-03-08 14:16:58,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-LuarJawa_Novel_Android,2.385304403871038e+16,romance_feb2023_animated,2.385304412230038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SA,Girian Atas,95544,360073,36.85.216.107,True,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678285015517-1369304083503014053,20e26168-adbf-4bcc-b54f-c2084ed177b1,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; M2003J15SC MIUI/V12.0.6.0.QJOIDXM),,,phone
click,2023-03-08 13:58:05,2023-03-08 14:02:07,2023-03-08 14:02:07,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,ST,Sidoarjo,94512,360497,180.251.199.96,True,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678284124705-3639599170444470142,73aed71a-c923-45d8-a11b-0d52cccbcac7,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; M2003J15SC MIUI/V12.0.6.0.QJOIDXM),,,phone
click,2023-03-08 13:54:55,2023-03-08 14:00:44,2023-03-08 14:00:44,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Gondoriyo,50187,360076,36.73.136.252,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1678284040018-5777982158901270325,2ba2fb32-861c-4337-ad4b-966b915c2e7d,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH2349 Build/RP1A.200720.011),,,phone
click,2023-03-08 13:43:23,2023-03-08 13:45:05,2023-03-08 13:45:05,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Wonokusumo,60154,360297,180.253.163.52,True,AXIS,AXIS,Indonesia,1678283101677-4601212517041514413,21d1be13-0a5b-4252-bb8f-42be4ba4fad8,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; RMX3501 Build/RP1A.201005.001),,,phone
click,2023-03-08 13:33:12,2023-03-08 13:37:26,2023-03-08 13:37:26,install,,,,,SDK,,,Facebook Ads,Instagram,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Purwoasri,65153,360180,36.71.72.219,True,XL Axiata,XL Axiata,English,1678282645014-6996975395826128891,f6a7dd4f-ef59-45be-9153-58f095511351,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A105G Build/RP1A.200720.012),,,phone
click,2023-03-08 13:24:30,2023-03-08 13:26:48,2023-03-08 13:26:48,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Cipadu Jaya,15155,360469,180.252.168.160,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1678282006951-2615985894125701316,01d7e834-6340-43eb-8a7c-664f4ba32472,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; SM-A528B Build/SP1A.210812.016),,,phone
click,2023-03-07 13:25:29,2023-03-08 13:26:00,2023-03-08 13:26:00,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Cicadas,16964,360078,180.252.174.123,True,Smartfren,Smartfren,Indonesia,1678281956626-7832609051620817996,9547fada-c423-4bfd-9c68-131f9958445b,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1803 Build/OPM1.171019.026),,,phone
click,2023-03-08 13:09:13,2023-03-08 13:16:51,2023-03-08 13:16:51,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Kamal Muara,14470,360157,103.26.209.169,True,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678281408060-670440458282330134,671cff40-4294-4302-af05-8706afee1899,,,,,,android,,7.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 7.0; vivo 1714 Build/NRD90M),,,phone
click,2023-03-07 12:54:58,2023-03-08 13:08:35,2023-03-08 13:08:35,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Angke,11330,360153,103.136.56.194,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1678280914922-1547566342830967364,6e8bd65c-d361-4c18-90d2-5083f7b4425f,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A515F Build/TP1A.220624.014),,,phone
click,2023-03-08 12:54:26,2023-03-08 12:57:48,2023-03-08 12:57:48,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Pondok Ranggon,13860,360156,103.3.221.133,False,XL Axiata,XL,English,1678280248883-8681286276867440715,9cd2de7f-a118-417c-990a-79773513ae71,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A536E Build/TP1A.220624.014),,,phone
,,2023-03-08 12:53:09,2023-03-08 12:53:09,install,,,,,SDK,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Pekiringan,45131,360111,180.241.242.121,True,3,3SinyalKuatHemat,Indonesia,1678279987008-7228846354179559892,a9bc9430-9674-4e7b-b280-7c520943e6e2,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; CPH2471 Build/SP1A.210812.016),,,phone
click,2023-03-08 11:53:50,2023-03-08 12:40:22,2023-03-08 12:40:22,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Bogor Barat,16117,360079,125.160.187.174,True,Indosat Ooredoo,Indosat Ooredoo,Bahasa Indonesia,1678279218803-1647086654230570235,35e57686-1237-4a52-a931-99f2108adc2c,,,,,,android,,6.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0; CPH1609 Build/MRA58K),,,phone
click,2023-03-08 12:25:13,2023-03-08 12:27:54,2023-03-08 12:27:54,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Pluit,14450,360157,114.124.151.163,False,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678278469728-5379834711948452296,260716aa-96cc-4255-bc1f-0c5aa4b5be3f,,,,,,android,,7.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 7.0; MI MAX MIUI/V10.2.2.0.NBCMIXM),,,phone
click,2023-03-08 11:45:49,2023-03-08 12:12:38,2023-03-08 12:12:38,install,,,,,SDK,,,Facebook Ads,,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Jambe,15720,360468,180.252.242.50,True,XL Axiata,XL Axiata,Indonesia,1678277555023-4588664678777009711,108cbc3b-f3f2-4252-bb9e-f63bd892f66e,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; SM-A750GN Build/QP1A.190711.020),,,phone
click,2023-03-06 08:40:53,2023-03-08 12:06:14,2023-03-08 12:06:14,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Bojong,16710,360388,120.188.66.109,False,,Indosat Ooredoo,Indonesia,1678277171762-2039806951099520778,70828d4c-ee43-46ea-929a-861728b7fcfa,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; vivo 1804 Build/QP1A.190711.020),,,phone
