Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Device Category
,,2023-03-05 21:28:00,2023-03-05 21:28:00,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,AC,Neusu Aceh,23244,360020,182.3.9.169,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678051676874-6496345977051030883,00000000-0000-0000-0000-000000000000,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2149 Build/RP1A.200720.012),,,phone
,,2023-03-05 10:50:44,2023-03-05 10:50:44,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Sukaasih,46415,360481,36.74.44.30,True,3SinyalKuatHemat,3SinyalKuatHemat,Indonesia,1678013432680-5127157193063951117,777c2de8-e41f-4efa-a94d-fe2a023ac881,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A037F Build/TP1A.220624.014),,,phone
,,2023-03-05 10:33:17,2023-03-05 10:33:17,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.10,True,,,English,1678012396088-788040788223296565,e7af9e58-8bc6-4dfd-a33e-b3074aa19e63,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2110 Build/RP1A.200720.012),,,phone
,,2023-03-05 09:44:50,2023-03-05 09:44:50,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KB,Bangka Belitung,78124,360376,202.67.34.26,False,3SinyalKuatHemat,3SinyalKuatHemat,Indonesia,1678009488079-1683863870993169471,ec7f754f-a508-499f-9cda-b89e1d104f60,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; V2110 Build/SP1A.210812.003),,,phone
,,2023-03-05 09:35:42,2023-03-05 09:35:42,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Sukmajaya,16417,360117,182.3.44.142,False,Telkomsel,Tsel-PakaiMasker,English,1678008939933-4389589586309353929,09f34e62-d5a4-42b0-88e7-b6e8f7982ec1,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A725F Build/TP1A.220624.014),,,phone
,,2023-03-05 09:00:13,2023-03-05 09:00:13,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,中文,1678006812502-304777425326856780,9c6791ce-0fac-4db8-9ede-68392904e6ad,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; V2144 Build/TP1A.220624.003),,,phone
,,2023-03-05 08:46:08,2023-03-05 08:46:08,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Baktijaya,16418,360117,116.206.9.27,False,3SinyalKuatHemat,3,Indonesia,1678005964968-3860801295976329390,5df022cf-0678-4d17-8561-0c8ebbe641d2,,,,,,android,,11,0.9.20,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH1989 Build/RP1A.200720.011),,,phone
,,2023-03-05 06:46:54,2023-03-05 06:46:54,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,MA,Tawiri,97235,360014,182.4.5.220,False,,Tsel-PakaiMasker,Indonesia,1677998811155-5368667300819012306,b6030d93-7a0a-4828-8b02-978f5afe8697,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; V2030 Build/SP1A.210812.003),,,phone
,,2023-03-05 05:35:11,2023-03-05 05:35:11,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Sumbersari,68121,360247,114.125.77.79,False,TELKOMSEL,TELKOMSEL,Indonesia,1677994509523-2563985637106990402,0e32871b-e1f2-479c-8f8c-ba6c132ce183,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; V2131 Build/TP1A.220624.014),,,phone
,,2023-03-05 05:20:43,2023-03-05 05:20:43,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Kapuk Muara,14460,360157,114.10.30.47,False,TELKOMSEL,Indosat Ooredoo,English,1677993638601-1332915181379308973,ec18ad14-983f-4f8e-a85f-08769c7495af,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2026 Build/RP1A.200720.012),,,phone
,,2023-03-05 05:02:58,2023-03-05 05:02:58,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KS,Pelaihari,70851,360465,36.85.7.116,True,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1677992573339-3124972598220136377,26482d17-9ef1-4d57-b994-02d8dbf9343d,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; V2026 Build/SP1A.210812.003),,,phone
,,2023-03-05 04:31:16,2023-03-05 04:31:16,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Sekeloa,40134,360024,114.122.73.33,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677990669228-3995997636997917886,da0c28a7-023a-4d8a-8dc4-ca8894654d4d,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A236E Build/TP1A.220624.014),,,phone
,,2023-03-05 04:00:41,2023-03-05 04:00:41,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SU,Sidorejo,20222,360285,114.79.57.109,False,Smartfren,Smartfren - Stay Safe,Indonesia,1677857602064-3295648141466635992,f5d3dc47-aec1-46e1-9c11-376a5743de99,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A105G Build/RP1A.200720.012),,,phone
,,2023-03-05 01:15:30,2023-03-05 01:15:30,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,English,1677978924779-2344625280038585216,b9e2ecd3-7d94-4173-8033-e08ef3466917,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2044 Build/RP1A.200720.012),,,phone
,,2023-03-05 01:11:16,2023-03-05 01:11:16,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,English,1677978666779-9190397026158440035,5fda6934-dd44-41d8-845b-ed794c113443,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1723 Build/OPM1.171019.011),,,phone
,,2023-03-05 01:11:01,2023-03-05 01:11:01,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,English,1677978654592-639956517696197276,d531aa11-4afd-4d34-adec-e9e27f7b90c7,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 10; V2026 Build/QP1A.190711.020),,,phone
,,2023-03-05 01:10:29,2023-03-05 01:10:29,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,中文,1677978618054-2966949585127405825,daaa643c-33ee-4bec-b109-d657ad538b19,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1724 Build/OPM1.171019.011),,,phone
,,2023-03-05 01:10:28,2023-03-05 01:10:28,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,只能拨打紧急呼救电话,中文,1677978625783-8760077122501952611,491cfbd6-0612-489d-af29-bbea1558b6ff,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1902 Build/PPR1.180610.011),,,phone
,,2023-03-05 01:10:26,2023-03-05 01:10:26,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,只能拨打紧急呼救电话,中文,1677978620926-2565470515677847498,fa6c74d5-1df1-491c-9306-ee91d714d6d6,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1819 Build/PPR1.180610.011),,,phone
,,2023-03-05 01:10:06,2023-03-05 01:10:06,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,English,1677978541613-917292509731365903,80e44b12-3c99-4841-bd24-0a35fd54b280,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; I2009 Build/SP1A.210812.003),,,phone
,,2023-03-05 01:10:06,2023-03-05 01:10:06,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,English,1677978599972-4614757816886132957,5a5afde1-fe9d-4783-b438-ff6997734c6f,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2025 Build/RP1A.200709.001),,,phone
,,2023-03-05 01:09:51,2023-03-05 01:09:51,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,CDMA,English,1677978555706-9119585105362233395,2c15003f-e2c0-44e7-8cf3-56b169bf06ed,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; V2127 Build/SP1A.210812.003),,,phone
,,2023-03-05 01:09:50,2023-03-05 01:09:50,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,English,1677978548503-4735619185385308378,9c2ca4f3-eaff-4418-8de6-8ba88bd13e05,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; I2212 Build/TP1A.220624.014),,,phone
,,2023-03-05 01:08:34,2023-03-05 01:08:34,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,HK,NO REGION,Hong Kong,None,None,192.254.94.11,True,,,中文,1677978318436-283877419565784634,02f26dd1-00e7-4261-b692-e52b76aaa1d4,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 10; vivo 1935 Build/QP1A.190711.020),,,phone
,,2023-03-04 21:33:28,2023-03-04 21:33:28,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Bojong,42274,360342,140.213.130.102,False,XL Axiata,XL Axiata,English,1677965606628-1400063795923860352,0a0605d1-9b15-4d5d-a4a6-4ca31e7fc5f4,,,,,,android,,8.1.0,0.9.22,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,phone
,,2023-03-04 19:15:04,2023-03-04 19:15:04,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SN,Bulu Pabbulu,90911,360506,114.125.198.135,False,Telkomsel,Tsel-PakaiMasker,Indonesia,1677957301370-4442016082154734774,9c199552-4df9-455a-8447-2659bb82aad6,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; CPH2477 Build/SP1A.210812.016),,,phone
,,2023-03-04 17:43:08,2023-03-04 17:43:08,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KI,Bontang Selatan,75325,360089,36.85.6.68,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1677951785127-4524079797989022162,a9f76345-23d1-4f7a-88d3-cc99f1cd6f50,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A705F Build/RP1A.200720.012),,,phone
,,2023-03-04 17:05:59,2023-03-04 17:05:59,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Kuta Banjarnegara,53418,360037,140.213.177.143,False,XL Axiata,,Indonesia,1677949557791-1361921818690652262,b37ea628-3a49-4695-87fa-a40e4c48f191,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; Pixel 3 Build/SP1A.210812.016.C1),,,phone
,,2023-03-04 15:50:59,2023-03-04 15:50:59,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KB,Bengkayang,79182,360061,180.242.233.173,True,3SinyalKuatHemat,,Indonesia,1674879399607-364494777782333117,344fd205-8adb-4521-a86a-4ce3cbb3e23f,,,,,,android,,13,0.9.20,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A736B Build/TP1A.220624.014),,,phone
,,2023-03-04 14:28:13,2023-03-04 14:28:13,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,DC,Washington,20011,511,35.234.176.164,True,Android,Android Virtual Operator,English,1677940089763-7610705746193213381,832a5bf1-fdce-45ab-a725-10ca1ad1abe1,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; GCE x86 phone Build/PGR1.190916.001),,,phone
,,2023-03-04 14:16:32,2023-03-04 14:16:32,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,IA,Council Bluffs,51503,652,34.68.194.64,True,Android,Android Virtual Operator,English,1677939388571-3946986942242948319,2ba5d323-666a-4c16-bc32-10ca1ad1abe1,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; GCE x86 phone Build/PGR1.190916.001),,,phone
,,2023-03-04 14:03:43,2023-03-04 14:03:43,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,CA,Los Angeles,90011,803,35.243.2.3,True,Android,Android Virtual Operator,English,1677938620804-8960512155516230796,d7cb7a45-b928-4311-8894-10ca1ad1abe1,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; GCE x86 phone Build/PGR1.190916.001),,,phone
,,2023-03-04 13:02:59,2023-03-04 13:02:59,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Gayungan Ketintang,60235,360457,36.68.221.33,True,TELKOMSEL,3SinyalKuatHemat,Indonesia,1677934975159-4838876212332709363,d4d28069-f664-49dc-a033-ad17f8381a50,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1807 Build/OPM1.171019.026),,,phone
,,2023-03-04 12:53:54,2023-03-04 12:53:54,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Pondok Cabe Udik,15418,360470,114.79.4.204,False,sf.-Stay Safe 4G,Smartfren - Stay Safe,Indonesia,1677934363621-501942619463844781,a577e632-238b-4c7e-bcf4-cd593e2e2623,,,,,,android,,8.1.0,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,phone
